,dialog,gameplan_prediction
2867," hi <<TURN>>  what should I do today? <<TURN>>  We're making a salad and starting with slicing the tomato with a knife <<TURN>>  ok <<TURN>>  wonderful! <<TURN>>  i sliced tomato and lettuce <<TURN>>  next, slice the potato and you'll need to cook 2 slices",ToggleOff Faucet -- Pickup ButterKnife -- Slice Bread -- Slice Tomato -- Slice Lettuce -- Place CounterTop -- Pickup ButterKnife
2868, hi <<TURN>>  What should I do today? <<TURN>>  please slice a tomato <<TURN>>  knife is in the sink,Pickup Knife -- Slice Tomato -- Slice Apple -- Place CounterTop
2869," what can I do? <<TURN>>  Hi first we need the lettuce on the kitchen table <<TURN>>  We will need to slice it with the knife there <<TURN>>  whaty should I do to the lettuce <<TURN>>  Slice with the knife that was on the table. <<TURN>>  The knife is between the plate and the plant there <<TURN>>  Hold on to the knife <<TURN>>  Yoiu need it to slice the tomato in the fidge <<TURN>>  good work <<TURN>>  You can slice in the fridge <<TURN>>  bring 1 slice back to the table <<TURN>>  I have sliced the tomato <<TURN>>  place the knife on the table. You will need it for the potato there. <<TURN>>  Do you see the potato there on the table? <<TURN>>  You need to slice it and cook 2 of the slices. <<TURN>>  yes let me get thhe knife <<TURN>>  )) <<TURN>>  potato is slice <<TURN>>  Great work. <<TURN>>  you'll need to cook 2 slices on the stove or in the microwave <<TURN>>  okay <<TURN>>  Then we will assemble everything on the plate that is there on the table already ) <<TURN>>  Good Work. 1 down, 1 to go. <<TURN>>  Great. Now, 1 lettuce, 1 tomato, and 2 potato slices on the plate. <<TURN>>  cooked <<TURN>>  where can I get a plate? <<TURN>>  The plate is on the table already. Just take the salt shaker off of it first ) <<TURN>>  Yea...Halfway done.",Pickup Knife -- Slice Lettuce -- Open Fridge -- Slice Tomato -- Place Fridge -- Pickup TomatoSliced -- Place Fridge -- Pickup TomatoSliced -- Place DiningTable -- Pickup Knife -- Slice Potato -- Place DiningTable -- Pickup PotatoSliced -- Place CounterTop -- Open Microwave -- Pickup Cup -- Place CounterTop -- Pickup PotatoSliced -- Place Microwave -- Close Microwave -- ToggleOn Microwave -- ToggleOff Microwave -- Open Microwave -- Pickup PotatoSliced -- Place CounterTop -- Close Fridge -- Pickup PotatoSliced -- Place DiningTable -- Pickup PotatoSliced -- Place Microwave -- Close Microwave -- ToggleOn Microwave -- ToggleOff Microwave -- Open Microwave -- Pickup PotatoSliced -- Place CounterTop -- Close Microwave -- Pickup PotatoSliced -- Place DiningTable -- Pickup PepperShaker -- Place DiningTable -- Pickup PotatoSliced -- Place Plate -- Pickup TomatoSliced -- Place Plate -- Pickup PotatoSliced
2870, what shall I do today? <<TURN>>  Clean all the cups <<TURN>>  One is on the central table <<TURN>>  there is also another one in the cabinet above the coffeee-making machine. <<TURN>>  Good job,Pickup Mug -- Place CounterTop -- ToggleOff Faucet -- Pickup DishSponge -- Place CounterTop -- Pickup Ladle -- Place CounterTop -- Pickup Tomato -- Place CounterTop -- Pickup Mug -- Place  -- Open Cabinet -- Pickup Cup -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Mug -- Pour  -- Place CounterTop
2871, make a sandwich <<TURN>>  knife is in sink <<TURN>>  where si the knife <<TURN>>  bread is to the left of sink <<TURN>>  in corner <<TURN>>  toast 2 slices,Pickup Knife -- Slice Bread -- Place CounterTop
2872," What shall I do today? <<TURN>>  Hello, please serve 2 slices of tomato onto a clean plate. <<TURN>>  There is a knife ontop of the small table <<TURN>>  tomato <<TURN>>  is in the sink <<TURN>>  PLate <<TURN>>  is in the fridge",Pickup Knife -- Slice Tomato -- Place CounterTop -- Open Fridge -- Pickup Plate -- Place CounterTop -- ToggleOff Faucet
2873, What is my task? <<TURN>>  Put the tissueBox into a single side table <<TURN>>  where is the tissue box? <<TURN>>  i dont know <<TURN>>  where is the side table?,Pickup TissueBox -- Place SideTable
2874, make a salad <<TURN>>  slice lettuce <<TURN>>  knife on the counter <<TURN>>  use the butterknife <<TURN>>  slice a tomato <<TURN>>  one in the trash <<TURN>>  locate tomato <<TURN>>  straight ahead in the terash <<TURN>>  trash <<TURN>>  slice potato next <<TURN>>  slice and cook <<TURN>>  1 slice <<TURN>>  cook the potato slice <<TURN>>  dont worry about that,ToggleOff Faucet -- Pickup Lettuce -- Place CounterTop -- Pickup ButterKnife -- Slice Lettuce -- Place CounterTop -- Pickup Tomato -- Place CounterTop -- Pickup ButterKnife -- Slice Tomato -- Place CounterTop -- Pickup Potato -- Place CounterTop -- Pickup ButterKnife -- Slice Potato -- Place CounterTop -- Pickup Bowl -- Place CounterTop -- Pickup PotatoSliced -- Place Bowl -- Pickup Bowl
2875, What should I do today? <<TURN>>  prepare coffee in clean mug <<TURN>>  there i a coffee machine by the window <<TURN>>  Where is a mug? <<TURN>>  to yur left,Open Fridge -- Pickup Mug -- Place CoffeeMachine -- Pickup Mug
2876, Hello. What is my first task? <<TURN>>  Prepare coffee in clean mug <<TURN>>  Sure. Mug location? <<TURN>>  Mug is in bowl on table left of coffee maker <<TURN>>  Thank You. <<TURN>>  Coffee complete. <<TURN>>  Next? <<TURN>>  We need to make sandwich <<TURN>>  There is bread inside fridge <<TURN>>  Ok. <<TURN>>  Toast 2 slices <<TURN>>  Sure. <<TURN>>  Take small slice <<TURN>>  Bread sliced and toasted. <<TURN>>  Slice tomato <<TURN>>  Tomato is on table,Pickup Bowl -- Place CounterTop -- Pickup ButterKnife -- Place CounterTop -- Pickup Cup -- Place CounterTop -- Pickup Potato -- Place CounterTop -- Pickup Mug -- Place CoffeeMachine -- ToggleOn CoffeeMachine -- ToggleOff CoffeeMachine -- Pickup Mug -- Place CounterTop -- Pickup Knife -- Slice Bread -- Place DiningTable -- Pickup BreadSliced -- Place Toaster -- Pickup BreadSliced -- ToggleOn Toaster -- Place DiningTable -- Pickup BreadSliced -- Place DiningTable -- Pickup BreadSliced -- Place Toaster -- Pickup BreadSliced -- Place DiningTable -- Pickup Knife -- Slice Tomato
2877, we need to first slice a tomato <<TURN>>  tomato is by the sink <<TURN>>  next slice the potato <<TURN>>  next cook a slice of the potato <<TURN>>  on the stove <<TURN>>  you made need to turn the stove burner on <<TURN>>  the pan is on the right front of the stove <<TURN>>  next we need a plate <<TURN>>  under the sink <<TURN>>  right hand cabinent <<TURN>>  open the cabinet <<TURN>>  and retrieve the plate,Pickup Knife -- Slice Tomato -- Slice Potato -- Place CounterTop -- Pickup PotatoSliced -- Place Pan -- ToggleOn StoveKnob -- ToggleOff StoveKnob -- Open Cabinet -- Close Cabinet -- Open Cabinet -- Open Cabinet -- Pickup Plate -- Place CounterTop
2878," how can I help? <<TURN>>  please cut the lettuce in the middle with a knife <<TURN>>  the knife should be next to it <<TURN>>  is that all? <<TURN>>  there is a tomato in the fridge that will also need to be sliced <<TURN>>  once that is done please slice the potato that is in the cabinet to the bottom right of the sink <<TURN>>  there doesn't seem to be a tomato in the fridge <<TURN>>  please look above the firdge <<TURN>>  my apologies <<TURN>>  please cook the potato slice <<TURN>>  once that is cooked, please place a slice from each onto the plate that is next to the microwave",Pickup Knife -- Slice Lettuce -- Place CounterTop -- Open Fridge -- Close Fridge -- Open Cabinet -- Open Cabinet -- Pickup Potato -- Place CounterTop -- Close Cabinet -- Close Cabinet -- Pickup Potato -- Place CounterTop -- Pickup Knife -- Slice Potato -- Place CounterTop -- Open Fridge -- Close Fridge -- Open Cabinet -- Pickup Tomato -- Close Cabinet -- Place CounterTop -- Pickup Knife -- Slice Tomato -- Place CounterTop -- Pickup PotatoSliced -- Place Pan -- ToggleOn StoveKnob -- ToggleOn StoveKnob -- Pickup PotatoSliced -- Place CounterTop -- Pickup SaltShaker -- Place CounterTop -- Pickup Egg -- Place CounterTop -- Pickup Plate -- Place CounterTop -- Pickup PotatoSliced -- Place Plate -- Pickup TomatoSliced -- Place Plate -- Pickup LettuceSliced -- Place Plate
2879, directions please <<TURN>>  today we need to make a plate of toast <<TURN>>  the bread is on the counter <<TURN>>  by the lettuce <<TURN>>  there should be a knife <<TURN>>  in the drawer under the toaster <<TURN>>  the toaster is by the fridge <<TURN>>  open the drawer under the toaster <<TURN>>  the knife should be in there <<TURN>>  do you see it? <<TURN>>  no knife <<TURN>>  there should also be a knife in the fridge <<TURN>>  lets check there <<TURN>>  in the freezer <<TURN>>  there are 3 loaves of bread <<TURN>>  choose any and slice 1 please,Open Drawer -- Open Drawer -- Close Drawer -- Open Drawer -- Close Drawer -- Open Fridge -- Pickup Knife -- Slice Bread
2880," How can I help <<TURN>>  Whoops <<TURN>>  Today could you slice a lettuce in 3 pieces for me <<TURN>>  Then place it on a clean plate <<TURN>>  There should be a knife in the cupboard above the stove <<TURN>>  And there is a lettuce on the counter top <<TURN>>  Once cut please place the lettuce on a plate, there should be one in the cupboard above the fridge <<TURN>>  If possible could you please place 3 slices of lettuce onto the plate <<TURN>>  The plate is in the cupboard on the right <<TURN>>  Otherwise there should be another plate in the cabinet above and to the left of the microwave <<TURN>>  I can't reach that plate",Open Cabinet -- Open Cabinet -- Pickup Knife -- Slice Lettuce -- Place CounterTop -- Open Cabinet -- Open Cabinet -- Open Cabinet -- Open Cabinet -- Pickup Plate -- Place CounterTop -- Pickup LettuceSliced -- Place Plate -- Pickup LettuceSliced -- Place Plate -- Pickup LettuceSliced -- Place Plate
2881, Hello! I am here! <<TURN>>  hey <<TURN>>  What is my first task? <<TURN>>  prepare a breakfast <<TURN>>  What is first? <<TURN>>  get the cofffee mug <<TURN>>  it at the coffee maker <<TURN>>  I have the mug <<TURN>>  clean the mug in sink <<TURN>>  shut off water first <<TURN>>  and empty sink before cleaning mug <<TURN>>  How do I shut off the water? <<TURN>>  you learn that in the pilot <<TURN>>  Got it! <<TURN>>  empty mug first <<TURN>>  them turn on water <<TURN>>  Water is on <<TURN>>  take coffee mug back to coffee maker <<TURN>>  dump first <<TURN>>  turn maker on <<TURN>>  place and turn on <<TURN>>  now make a sandwich <<TURN>>  What is the first step with the sandwich? <<TURN>>  go grab a plate next to the fridge with a appe on it <<TURN>>  or tomato <<TURN>>  plate <<TURN>>  I have the plate <<TURN>>  place on counter <<TURN>>  Got it! <<TURN>>  empty space on counter' <<TURN>>  grab bread <<TURN>>  Where is the bread? <<TURN>>  in the cabinet under the coffee maker <<TURN>>  take to counter <<TURN>>  I have the bread <<TURN>>  grab a knife <<TURN>>  It is on the counter <<TURN>>  back up so i can see <<TURN>>  Where is the knife? <<TURN>>  Found it! <<TURN>>  in th e cabinet next to the lettuce <<TURN>>  the bottom one <<TURN>>  Bread is sliced <<TURN>>  it need to be toasted now <<TURN>>  2 slices <<TURN>>  toast the bread <<TURN>>  It will not let me put it in there <<TURN>>  you need to grab the bread first <<TURN>>  not the half loaf the slice <<TURN>>  you got a half loaf in your hand <<TURN>>  Just one piece? <<TURN>>  lol <<TURN>>  2 sices <<TURN>>  *slices <<TURN>>  place on plate <<TURN>>  *Toaster is full* lol <<TURN>>  both slices after toasted,Pickup Mug -- Place CounterTop -- ToggleOff Faucet -- Pickup Mug -- Place  -- Pickup Mug -- Pour  -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Mug -- Pour  -- Place CoffeeMachine -- Pickup Tomato -- Place CounterTop -- Pickup Plate -- Place CounterTop -- Open Cabinet -- Pickup Bread -- Close Cabinet -- Place CounterTop -- Open Cabinet -- Close Cabinet -- Open Drawer -- Close Drawer -- Open Drawer -- Close Drawer -- Pickup ButterKnife -- Slice Bread -- Place CounterTop -- Pickup Bread -- Place CounterTop -- Pickup ButterKnife -- Place CounterTop -- Pickup Bread -- Place CounterTop -- Pickup BreadSliced -- Place Toaster -- Pickup BreadSliced -- Place CounterTop -- ToggleOn Toaster
2882, Today you will make a salad <<TURN>>  First make a slice of lettuce <<TURN>>  ok <<TURN>>  where is the lettuce <<TURN>>  The lettuce is to the right of the sink <<TURN>>  The knife is inside the microwave <<TURN>>  There is also a tomato inn the sink. Pick the tomato <<TURN>>  Hurry <<TURN>>  done <<TURN>>  sliced tomato and lettuce <<TURN>>  what should i do next <<TURN>>  ?,Open Microwave -- Pickup Knife -- Close Microwave -- Slice Tomato -- Slice Lettuce -- Place CounterTop -- Pickup Plate -- Place CounterTop
2883," hello how can I help? <<TURN>>  put the remote controls on the sofa <<TURN>>  one is on the table <<TURN>>  and a second one is in the bin <<TURN>>  done <<TURN>>  anything else I can do? <<TURN>>  you have to put it on the sofa not the armchair <<TURN>>  ah I see, sorry",Pickup RemoteControl -- Place ArmChair -- Pickup RemoteControl -- Place ArmChair -- Pickup RemoteControl -- Place Sofa -- Pickup RemoteControl -- Place Sofa
2884," whats first? <<TURN>>  We need to rinse the drinkware with water. <<TURN>>  cup, mug? <<TURN>>  there is something in the cabinet in the top right corner of the room <<TURN>>  above something ? <<TURN>>  there is alot of cabinets <<TURN>>  It looks like it's something white on the floor? <<TURN>>  to the left of the stove <<TURN>>  'just tell me the task? <<TURN>>  clean all the drinkwares <<TURN>>  That's what the task says <<TURN>>  ok <<TURN>>  One is next to the stove <<TURN>>  One is in some kind of cabinet or something to the left of the stove <<TURN>>  That white thing in the corner <<TURN>>  And the third one is in the microwave",Pickup Mug -- Pour  -- Place CounterTop -- Pickup Cup -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Cup -- Pour  -- Place CounterTop -- ToggleOff Microwave -- Open Microwave -- Pickup Cup -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Cup -- Pour  -- Place CounterTop
2885, hello task? <<TURN>>  lets make salad <<TURN>>  slice lettuce <<TURN>>  location>? <<TURN>>  knife is in the fridge <<TURN>>  lettuce is on the chair <<TURN>>  slice tomato,Open Fridge -- Pickup Knife -- Close Fridge -- Slice Lettuce
2886, Hi <<TURN>>  what's the task? <<TURN>>  grab mug off the counter <<TURN>>  and rinse in the sink <<TURN>>  dump water out mug <<TURN>>  Next? <<TURN>>  place in coffee maler <<TURN>>  turn on <<TURN>>  Next <<TURN>>  grab plate on counter <<TURN>>  take to the sink and rinse <<TURN>>  empty sink first <<TURN>>  place plate on the counter <<TURN>>  grab lettuce next to the stove <<TURN>>  slice with a knife <<TURN>>  knife on the chair <<TURN>>  grab tomato and slice also <<TURN>>  next <<TURN>>  ?? <<TURN>>  tomato <<TURN>>  slice it <<TURN>>  Done <<TURN>>  grab potato <<TURN>>  slice it <<TURN>>  next to the stove,Pickup Mug -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Mug -- Pour  -- Place CoffeeMachine -- ToggleOn CoffeeMachine -- ToggleOff CoffeeMachine -- Pickup Plate -- Place CounterTop -- Pickup Cup -- Place CounterTop -- Pickup Cup -- Place CounterTop -- Pickup Spatula -- Place CounterTop -- Pickup Plate -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Plate -- Place DiningTable -- Pickup Lettuce -- Place DiningTable -- Pickup Knife -- Slice Lettuce -- Slice Tomato -- Place DiningTable -- Pickup Potato
2887, Hello! What shall I  do today? <<TURN>>  We're making a salad. <<TURN>>  There is lettuce under the sink <<TURN>>  The knife is in the fridge. <<TURN>>  We need 2 slices of lettuce <<TURN>>  Now cook a slice of potato. <<TURN>>  I  have sliced the lettuce <<TURN>>  ok <<TURN>>  It's on the chair on the other side of the island <<TURN>>  Clean the plate to the right of the stove. <<TURN>>  Put the potato and the two lettuce slices on the plate,Open Cabinet -- Pickup Lettuce -- Close Cabinet -- Place CounterTop -- Open Fridge -- Pickup Knife -- Close Fridge -- Slice Lettuce -- Slice Tomato -- Place CounterTop -- Pickup Potato -- Place CounterTop -- Pickup Knife -- Slice Potato -- Place CounterTop -- Pickup PotatoSliced -- Place CounterTop -- Open Microwave -- Pickup Pot -- Place CounterTop -- Pickup PotatoSliced -- Place Microwave -- Close Microwave -- ToggleOn Microwave -- ToggleOff Microwave -- Pickup Plate -- Place CounterTop -- Pickup Pan -- Place CounterTop -- Pickup Knife -- Place CounterTop -- Pickup Plate -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Plate -- Open Microwave -- Place CounterTop -- Pickup PotatoSliced -- Place Plate -- Close Microwave -- Pickup Plate -- Place CounterTop -- Pickup LettuceSliced -- Place Plate -- Pickup LettuceSliced -- Place Plate
2888," what should i do? <<TURN>>  please slice the bread and make two pieces of toast <<TURN>>  knife? <<TURN>>  on the white table <<TURN>>  great! next, we will need to slice a tomato <<TURN>>  had to do one at a time",Pickup Knife -- Slice Bread -- Place CounterTop -- Pickup BreadSliced -- Place Toaster -- Pickup BreadSliced -- ToggleOn Toaster -- ToggleOff Toaster -- Place CounterTop -- Pickup BreadSliced -- Place CounterTop -- Pickup BreadSliced -- Place Toaster -- ToggleOn Toaster -- ToggleOff Toaster -- Pickup BreadSliced -- Place CounterTop -- Pickup Knife
2889, Hi <<TURN>>  what's the task? <<TURN>>  grab mug off the counter <<TURN>>  and rinse in the sink <<TURN>>  dump water out mug <<TURN>>  Next? <<TURN>>  place in coffee maler <<TURN>>  turn on <<TURN>>  Next <<TURN>>  grab plate on counter <<TURN>>  take to the sink and rinse <<TURN>>  empty sink first <<TURN>>  place plate on the counter,Pickup Mug -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Mug -- Pour  -- Place CoffeeMachine -- ToggleOn CoffeeMachine -- ToggleOff CoffeeMachine -- Pickup Plate -- Place CounterTop -- Pickup Cup -- Place CounterTop -- Pickup Cup -- Place CounterTop -- Pickup Spatula -- Place CounterTop -- Pickup Plate -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Plate -- Place DiningTable
2890," what do you need help with? <<TURN>>  Boil the potato by cooking it in water <<TURN>>  where is the potato? <<TURN>>  the potato is left of the oven <<TURN>>  I see the potato, where is the pot to boil it? <<TURN>>  I guess not, maybe try the fridge of the island? <<TURN>>  or* the island <<TURN>>  Still looking for pot, see a few frying pans <<TURN>>  the pot is in the sink <<TURN>>  or is that it on the island <<TURN>>  next to that hand <<TURN>>  this might be it <<TURN>>  its a bowl, not a pot <<TURN>>  i was going to say looks like a bowl too though. I guess we need to check more cabinets <<TURN>>  maybe it's in the cabinets to the right of the microwave <<TURN>>  found the pot",Open Cabinet -- Close Cabinet -- Open Cabinet -- Close Cabinet -- Open Drawer -- Close Drawer -- Open Drawer -- Close Drawer -- Open Cabinet -- Open Cabinet -- Open Cabinet -- Close Cabinet -- Open Cabinet -- Close Cabinet -- Open Cabinet -- Close Cabinet -- Open Cabinet -- Close Cabinet -- Open Cabinet -- Close Cabinet -- Open Cabinet -- Close Cabinet -- Pickup Bowl -- Place CounterTop -- Pickup PepperShaker -- Place CounterTop -- Pickup Bowl -- Place CounterTop -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Pan -- Place CounterTop -- Open Cabinet -- Close Cabinet -- Open Cabinet -- Close Cabinet -- Open Cabinet -- Pickup Statue -- Place CounterTop -- Open Cabinet -- Open Cabinet -- Open Cabinet -- Close Cabinet -- Open Drawer -- Open Drawer -- Open Drawer -- Close Drawer -- Close Drawer -- Close Drawer -- Open Drawer -- Close Drawer -- Open Cabinet -- Close Cabinet -- Open Cabinet -- Pickup Vase -- Place Cabinet -- Close Cabinet -- Open Drawer -- Close Drawer -- Open Drawer -- Close Drawer -- Open Drawer -- Close Drawer -- Open Drawer -- Close Drawer -- Open Drawer -- Close Drawer -- Pickup SoapBottle -- Place CounterTop -- Pickup Pan -- Place StoveBurner -- Open Microwave -- Close Microwave -- Open Fridge -- Pickup Pot -- Close Fridge -- Place StoveBurner -- ToggleOn StoveKnob -- Pickup Potato -- Place Pot -- ToggleOff StoveKnob
2891, Hello what is my task? <<TURN>>  Hi <<TURN>>  put creditcards on bed <<TURN>>  thank you <<TURN>>  one is in the trash <<TURN>>  the other one is in the trash,Pickup CreditCard -- Place Bed -- Pickup CreditCard
2892, Whats the task? <<TURN>>  prepare coffee in a clean mug <<TURN>>  mug is just beside the stove <<TURN>>  take the mug and clean itin the wash basin <<TURN>>  pour out thewater inside the cup <<TURN>>  place the clean mug and turn on to fill with coffee <<TURN>>  done with coffee <<TURN>>  now take the bread which is just beside the stove <<TURN>>  slice it with knife,Pickup Mug -- Place CounterTop -- ToggleOff Faucet -- Pickup Tomato -- Place CounterTop -- Pickup Mug -- Place Sink -- Pickup Mug -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Mug -- Place CounterTop -- Pickup Mug -- Place CounterTop -- Pickup Mug -- Pour  -- Place CoffeeMachine -- Pickup Mug -- Place CounterTop -- Pickup Mug -- Pour Sink -- Place CoffeeMachine -- Pickup Bread -- Place CounterTop
2893, We need to make a cup of coffee <<TURN>>  what shall I do today? <<TURN>>  The mug is inside the fridge <<TURN>>  what next? <<TURN>>  now we need to make a piece of toast. <<TURN>>  where is bread <<TURN>>  ? <<TURN>>  The knife is in the fridge <<TURN>>  as is the the plate <<TURN>>  the bread is in the cabinet above the fridge <<TURN>>  next? <<TURN>>  you must toast the bread <<TURN>>  next? <<TURN>>  ast on the plate <<TURN>>  where is the plate? <<TURN>>  in the fridge,Open Fridge -- Pickup Mug -- Close Fridge -- Place CounterTop -- Pickup Lettuce -- Place CounterTop -- Pickup SaltShaker -- Place CounterTop -- Pickup Mug -- Place CounterTop -- ToggleOff Faucet -- Pickup Mug -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Mug -- Pour  -- Place CoffeeMachine -- ToggleOn CoffeeMachine -- Open Cabinet -- Pickup Bread -- Place CounterTop -- Pickup Knife -- Slice Bread -- Place CounterTop -- Pickup BreadSliced -- Place Toaster -- Pickup BreadSliced -- Place CounterTop -- Open Fridge -- Pickup Plate -- Close Fridge -- Place  -- Pickup Bowl -- Place  -- Pickup Plate -- Place CounterTop -- Pickup BreadSliced -- Place Plate
2894, how can i help? <<TURN>>  find watches <<TURN>>  ok <<TURN>>  put watch in box <<TURN>>  what should I do when i find themm? <<TURN>>  there is another one in recyle bin (blue) <<TURN>>  put it in same box <<TURN>>  ok <<TURN>>  is there another watch? <<TURN>>  when i search it just shows the box,Pickup WateringCan -- Place SideTable -- Pickup RemoteControl -- Place CoffeeTable -- Pickup Box -- Place CoffeeTable -- Pickup Box -- Place CoffeeTable -- Pickup Watch -- Place Box -- Pickup Box -- Place Floor
2895, hello <<TURN>>  what is the task? <<TURN>>  Prepare coffee <<TURN>>  mug is on the chair near edge table <<TURN>>  you can fill this also <<TURN>>  done <<TURN>>  didn't work <<TURN>>  take the cup from sink and pour <<TURN>>  done,ToggleOn CoffeeMachine -- Pickup Mug -- Pour Sink -- Place CounterTop -- Pickup Mug -- Place CounterTop -- Pickup Mug -- Place CoffeeMachine -- ToggleOff CoffeeMachine -- ToggleOn CoffeeMachine
2896, What should I do today? <<TURN>>  slice bread <<TURN>>  bread on the chair <<TURN>>  knife in the fridge <<TURN>>  toast two slices <<TURN>>  Okay <<TURN>>  use plate on the stand behind the counter,Open Fridge -- Pickup Knife -- Slice Bread -- Place DiningTable -- Pickup Bread -- Place DiningTable -- Pickup BreadSliced -- Close Fridge -- Place Toaster -- ToggleOn Toaster -- Pickup BreadSliced -- Place CounterTop -- Pickup BreadSliced
2897, lets make breakfast <<TURN>>  first <<TURN>>  we need a clean mug <<TURN>>  ok <<TURN>>  where is the mug? <<TURN>>  in the microwave <<TURN>>  remove the mug and tomato <<TURN>>  fromm the microwave please <<TURN>>  make coffee in that mug please <<TURN>>  next? <<TURN>>  microwave <<TURN>>  remove the tomato and slice <<TURN>>  by the bread <<TURN>>  or get tomato by stove <<TURN>>  knife? <<TURN>>  by the bread and microwave <<TURN>>  slice the tomato and lettuce please,Open Microwave -- Pickup Mug -- Place Sink -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Mug -- Pour  -- Place CounterTop -- Pickup Mug -- Place Sink -- Pickup Mug -- ToggleOff CoffeeMachine -- Place CoffeeMachine -- ToggleOn CoffeeMachine -- ToggleOff CoffeeMachine -- Open Fridge -- Pickup Plate -- Close Fridge -- Place CounterTop -- Pickup Knife -- Slice Bread -- Slice Lettuce -- Place CounterTop -- Pickup Tomato -- Place CounterTop -- Pickup Knife -- Slice Tomato
2898, what should i do? <<TURN>>  I need 3 slices of lettuce <<TURN>>  where is lettuce? <<TURN>>  lettuce is on the table at the end of the counter <<TURN>>  knife? <<TURN>>  in the cupboard under the microwave <<TURN>>  put the lettuce on a clean plate. <<TURN>>  There is one on the table next to you,Open Fridge -- Close Fridge -- Pickup Lettuce -- Place CounterTop -- Pickup Knife -- Slice Lettuce -- Place CounterTop -- Pickup LettuceSliced -- Place DiningTable -- Pickup WineBottle -- Place DiningTable -- Pickup LettuceSliced -- Place Plate -- Pickup LettuceSliced -- Place Plate -- Pickup LettuceSliced -- Place Plate
2899, hi <<TURN>>  what is my first task <<TURN>>  start by cleaning a mug <<TURN>>  then make coffee <<TURN>>  okay <<TURN>>  theres a mug on the rounf table <<TURN>>  round <<TURN>>  done <<TURN>>  what shall i do next <<TURN>>  after the coffee slice the bread <<TURN>>  where is the knife <<TURN>>  next to microwave <<TURN>>  sliced <<TURN>>  toast two <<TURN>>  slices <<TURN>>  okay,Pickup Mug -- Place CounterTop -- Pickup Tomato -- Place CounterTop -- Pickup SoapBottle -- Place CounterTop -- Pickup Mug -- Place Mug -- Pickup Mug -- ToggleOff Faucet -- Pour  -- Place CoffeeMachine -- ToggleOn CoffeeMachine -- Pickup Knife -- Slice Bread -- Place DiningTable -- Pickup BreadSliced -- Place Toaster -- Pickup BreadSliced -- Place CounterTop -- Pickup BreadSliced -- Place Toaster -- Pickup BreadSliced -- Place CounterTop
2900, what you want from me? <<TURN>>  make me a sandwich. <<TURN>>  yes sir <<TURN>>  what kind of sandwich would you like? <<TURN>>  a lettuce and bread sandwich <<TURN>>  ok great <<TURN>>  I'm dieting. <<TURN>>  i do not judge sir <<TURN>>  there is a clean plate on the table. <<TURN>>  thank you,Open Fridge -- Pickup Bread -- Place CounterTop -- Close Fridge -- Pickup ButterKnife -- Slice Bread -- Place  -- Pickup BreadSliced -- Place Toaster -- Pickup BreadSliced -- ToggleOff Toaster -- Place CounterTop -- Pickup BreadSliced -- Place CounterTop -- Pickup BreadSliced -- Place Toaster -- ToggleOn Toaster -- ToggleOff Toaster -- Pickup BreadSliced -- Place CounterTop -- Pickup ButterKnife -- Slice Lettuce -- Place Pan -- Pickup LettuceSliced -- Place CounterTop -- Pickup Plate -- Place CounterTop -- Pickup BreadSliced -- Place Plate -- Pickup LettuceSliced -- Place Plate -- Pickup BreadSliced -- Place Plate
2901," Hello what is my task? <<TURN>>  hi, today you need to cook 3 slices of potato <<TURN>>  potato is in the fridge.",Pickup Cup -- Place CounterTop -- Open Fridge -- Pickup Potato -- Place CounterTop
2902, What shall I do for you today? <<TURN>>  hi <<TURN>>  Hello! <<TURN>>  please clean the mug on the stove and make coffee <<TURN>>  Thank you. <<TURN>>  it is aleready clean <<TURN>>  Thank you.,Pickup Mug -- Pour  -- ToggleOff Faucet -- ToggleOn Faucet -- Place CounterTop -- Pickup Tomato -- Place  -- Pickup Mug -- Place  -- ToggleOff Faucet -- ToggleOn Faucet -- Pickup DishSponge -- ToggleOff Faucet -- Place CounterTop -- Pickup Mug -- Pour  -- Place CoffeeMachine -- ToggleOn CoffeeMachine
